1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.285543000062163257e-18,1.000000000000000000e+00,3.735299280533212291e-25,5.419245333661474921e-23,6.024649062308650310e-25,9.512929339509698457e-29,4.210335433942978975e-22,7.309771318951527548e-23
1.074683690562711069e-13,7.852867342316364451e-23,9.353262482473727778e-23,1.624953684614434738e-34,0.000000000000000000e+00,0.000000000000000000e+00,1.796499177195196792e-35,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.455313646714187454e-31,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.745419621281744397e-31
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999974966049194336e-01,6.697339105879388456e-26,3.053115424158036366e-23,2.506870714569231495e-06,0.000000000000000000e+00,1.464809375619502277e-18,4.165518056594840420e-35,2.214349309383883968e-13
9.997135996818542480e-01,0.000000000000000000e+00,8.618356722722708696e-11,1.407456580373469651e-17,5.997282206439413788e-13,5.358661447229225392e-23,0.000000000000000000e+00,2.864201087504625320e-04
5.020016994867863847e-16,1.332316352457929290e-37,1.891459860891180773e-29,3.923208070050173532e-29,4.584705121562980757e-27,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.282410323619842529e-01,1.246069148182868958e-01,1.215663924813270569e-01,1.260293722152709961e-01,1.242485195398330688e-01,1.241861805319786072e-01,1.240240707993507385e-01,1.270974576473236084e-01
1.264996802274843350e-15,9.937294721603393555e-01,3.170720097202926776e-28,6.270499434322118759e-03,3.676032134941609186e-12,1.904380631039313474e-24,1.942598546117392048e-34,5.345911910095657056e-20
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
